sentiment,tweet
-1,is stucked in Paris and can't even travel into France (for work) 
-1,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! "
-1,aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.
-1,I am worried that I won't get my $900 even though I paid a buttload of tax last year ! 
-1,"Okay, so.. STILL NO SCHOOL!!!! "
-1,IS PHONELESS  ...NOW OFF TOO SLEEP
-1,"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted "
-1,it is really cold 
-1,cant sleep  she wants to dream!!
-1,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!
-1,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. 
-1,@Cronotriggers  that's sad.
-1,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
-1,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. "
-1,struggling with eam law 
-1,Why can't I sleep like her  http://twitpic.com/2y3ty
-1,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
-1,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this 
-1,"Well, that sucked. "
-1,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  
-1,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy "
-1,@stewiebrittany no  i dont even know how to ride it
-1,"@MonaSmith sadly, yes. i think i need counciling now "
-1,"making myself ready for school...don't feel like going, but have two tests "
-1,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. 
-1,Anybody know where my iPod went? 
-1,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible."
-1,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. 
-1, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?
-1,@kameelahwrites &lt;33 codez....they've been MIA tho 
-1,@reannaremick doesnt work on my cell  go to sleep! =P
-1,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday 
-1,@taliasunset rock band is hard..on expert!!! 
-1,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. 
-1,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually "
-1,they killed off a character on one of my favorite shows and now i'm upset 
-1,jealous of my friends who got to see the new Star Trek film in Austin tonight. 
-1,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  
-1,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!"
-1,good morning everybody! pkoi y fais pas beau  bon coffee time!
-1,work again 
-1,Essay time.... 
-1,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. 
-1,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. "
-1,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight 
-1,no! i lost a loyal 
-1,played another hand very bad and lost half my stack 
-1,It's 6.20pm - early days in a looooooong night at work 
-1,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!
-1,So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though 
-1,@rj i don't know what half of that means 
-1,homework homework homework 
-1,"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! "
-1,@MeLaMachinko now i feel bad for unfollowing. 
-1,"So... Tired... God I hate the new job, and only two days in "
-1,Sad about Kutner being killed off my fav show House! 
-1,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
-1,I feel like shit. This is NOT the way I want to spend my birthday's eve 
-1,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......"
-1,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! 
-1,@emiliexclarkex miss you 
-1,@stephenkruiser I'm so sorry to hear about your dog 
-1,Too much internet. How it plagues me 
-1,i miss my ex soo much 
-1,Sodding M25   http://twitpic.com/2y3y0
-1,oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days 
-1,@featherinair call me back. 
-1,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg"
-1,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. 
-1,"I totally have like...  four girl options, and none of them seem viable "
-1,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......"
-1,Listening to Bjork's All is full of Love... crying 
-1,"Omg the hills! Then I love money2, aww I think becky buckwild goes "
-1,is craving for some tantan nabe  http://plurk.com/p/mzxcs
-1,C'mon sean man 
-1,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.
-1,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain "
-1,@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL
-1,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?
-1,"@SLessard But, but, but . . I wanna listen to the masters too!  "
-1,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work "
-1,i feel unloved. dropped 2 tweeters 
-1,"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him"
-1,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.
-1,@mykele sayyyy whaaaa? I wasn't invited... 
-1,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
-1,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
-1,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... 
-1,i don't like lukewarm showers 
-1,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. 
-1,"@skylineking722 connor, it's me, febi  are you really really mad at me??"
-1,"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! "
-1,@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash 
-1,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
-1,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
-1,"@sudam08  yes, someone hasn't been reading my posts properly  "
-1,Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  
-1,Who turned the lights on? It will be time to get ip then 
-1,@therealnph Twitter hates us both then.  
-1,I hate the fact that I'm genuinely excited about my last tweet 
-1,@celesteclara i can't sleep either 
-1,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. "
-1,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.
-1,Yawn yawn yawn!! 10 more minutes in bed 
-1,@MajesticFlame ouch - sounds very sucky 
-1,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
-1,@mattycus  *cry* 
-1,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
-1,It was a sleepless night 
-1,@BillyBush she admitted to being a fake  
-1,@BATMANNN  i love chutney......
-1,got highly bored today scanning 24 pages for daddy. Had to do it! 
-1,@misterphipps you cooked risotto without me!!??? 
-1,Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.
-1,YAY FOR BASEBALL SEASON! boo to yankees losing their first game 
-1,LOST sucks  ... because i have to work today
-1,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;
-1,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam
-1,@RachelCmrn I don't like goodnights 
-1,Greaaat my lappy won't turn on  wtffffff
-1,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help."
-1,Lookin like an all-nighter. I hate it when I do this to myself 
-1,@vernonhamilton You're a stranger   
-1,"Debbugging old VB6 code, the day could have started better . . .  "
-1,@toddlington only a quarter of a percent babe  darn
-1,"Coming down with a cold or bad allergies. Either way, I'm miserable! "
-1,"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A"
-1,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story
-1,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?"
-1,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time "
-1,@alexbigman you left without saying hi! 
-1,"l want, but I can't sleep "
-1,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. "
-1,"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing."
-1,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha
-1,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!
-1,@smokey_robinson  you fell off my list...did I offend you?  
-1,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. "
-1,gonna try to get some sleep in this hotel room 
-1,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly 
-1,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. 
-1,rt @KimKardashian Khloe just got fired from the Apprentice 
-1,in biology class. my lip hurts 
-1,Sorry for the next tweet... 
-1,Grr not down to go to school today 
-1,@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. 
-1,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back 
-1,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! 
-1,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!
-1,@MarcusMims wow i didn't get an &quot;hello&quot; u suck 
-1,"bedtime, school tomorrow, and i still have no books  being broke suckssss"
-1,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy
-1,Synching my contacts from my old mobile to iPhone. Import does not work well 
-1,i can't concentrate 
-1,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time 
-1,Nw more confused then ever! 
-1,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now."
-1,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew 
-1,"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish "
-1,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? 
-1,omg... &quot;The Reader&quot; is making me 
-1,"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged "
-1,tried to download tweetdeck but it wont download 
-1,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers 
-1,@dweeman why aren't you a happy camper? 
-1,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... "
-1,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!
-1,@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out 
-1,And somehow I still end up in this place 
-1,"@kisluvkis oh that is very sad, poor boy. "
1,I LOVE @Health4UandPets u guys r the best!! 
1,im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
1,"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
1,"Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
1,@LovesBrooklyn2 he has that effect on everyone 
1,@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
1,@r_keith_hill Thans for your response. Ihad already find this answer 
1,"@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
1,"@tommcfly ah, congrats mr fletcher for finally joining twitter "
1,@e4VoIP I RESPONDED  Stupid cat is helping me type. Forgive errors 
1,crazy day of school. there for 10 hours straiiight. about to watch the hills. @spencerpratt told me too! ha. happy birthday JB! 
1,@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! 
1,"@nileyjileyluver Haha, don't worry! You'll get the hang of it! "
1,"@soundwav2010 At least I won't be the only one feeling lost! This may cause me many later than usual nights, already addicting "
1,@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?
1,Just added tweetie to my new iPhone 
1,@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )
1,@nicolerichie: your picture is very sweet 
1,"Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
1,"Dancing around the room in Pjs, jamming to my ipod. Getting dizzy. Well twitter, you asked! "
1,Didn't place in the Peeps contest but thanks for voting anyways. 
1,Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0
1,@LittleLumen walking over to put the deposit down tomorrow 
1,"is now followinq @DAChesterFrench , you shud do tha same "
1,@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? 
1,Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
1,@iJohn kitteh is sleepin on my crotch which proves she likes me more 
1,@DramaBeats agreed 
1,reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ
1,@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star 
1,happy to spend time with the family. 
1,finally going to bed!  so tired. Was gonna watch The Hills but didnt =/
1,so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! 
1,@deon upload di indowebster dong banggggg 
1,@wisdomous you're welcome. glad you enjoyed it. 
1,@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?
1,@SickWithThePen awww pookie feel better. I'll pray for you...and BAG the nurse up 
1,YAY! found a new cuddle buddy 
1,I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! 
1,Across the Universe. Sleep. Rehearsal tomorrow. 
1,"@annabellee dry sweet potato, huh? "
1,"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!"
1,having a long conversation with mom on phone 
1,@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
1,Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  
1,Going to go and read new moon for the 3rd time  I cant get enough of twilight series 
1,today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
1,I am bored 
1,@stevecla it is a wallpaper with Red Square I was asking for 
1,@r_keith_hill Thanks for your response. Ihad already find this answer 
1,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
1,Just tryna get inspired thats all 
1,@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. 
1,"@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well "
1,"@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffy's body. "
1,#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2
1,"Morning Tweetland, a long day ahead! Hope everyone has a great day  "
1,   uploading pictures on friendster 
1,@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p
1,noodlebox with amanda tonight 
1,"@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend "
1,@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol
1,loving life... and loving you 
1,@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] 
1,loves chocolate milk  and that is GF YEAH..
1,Going to Sutter Creek tomorrow to tour an old Mine 
1,"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon "
1,"@little__fish guess where i live. the other side of the earth  east mesa, losiento"
1,@paula_paige3489 so apart from the sore... how was the tryouts? 
1,failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
1,"Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving "
1,@leiabox so what can you tell us about it? I'm totally geeking out right now 
1,"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to "
1,@Rebecca1158 goodnight. 
1,My brother is sick too lol. Quite weird 
1,@drdrew *gives a hug and a cookie* Hope you feel better! 
1,@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))
1,"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
1,had a good tech meeting at clubZone - dinner was sushi 
1,@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! 
1,@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;)
1,@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much 
1,@Honey3223 Lurkers now that was interesting 
1,@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote 
1,@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in
1,eating ice-cream with chocolate topping 
1,@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!
1,@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about 
1,@LaurUy West.  Mostly San Jose and San Francisco.
1,"Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. "
1,@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!
1,shenagians!  my team is awesome&lt;3
1,listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back 
1,I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! 
1,@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! 
1,21 Days till chris comes home and 67 days till summer 
1,"@davidgideon Yeah, those were the days  - no, it's now around 1.47ish..."
1,@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. 
1,@its_anne Kay thanks. 
1,Goodnight 
1,I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
1,"@beycah Good for you Becca, have a good sleep. "
1,@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me 
1,Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! 
1,Easy Rider till I fall asleep 
1,"@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. "
1,"just had a real good moment. i missssssssss him so much, "
1,@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home 
1,@jaredleto Just started to work. But it's the last one before holidayholiday!! 
1,Watchin Greek then off to Knighty Knight!! 
1,i am working on my media room design and i love love love my client profile 
1,@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
1,"@Lou911 Aww, thanks "
1,Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!
1,thinking and planning 
1,"Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. "
1,"@missvic what do you mean, I do those things now and I'm OLD! "
1,@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843
1,@UrbanThai  and you have me to thank for that 
1,"@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. "
1,"@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha"
1,"@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have "
1,@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! 
1,@suitelifeofkell that's freakin' cooool   i love twitter .haha
1,@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. 
1,why does Brissa not even know she has a twitter? -Lauren 
1,@jbrotherlove I thought it was a great love story 
1,"@enbaldarlingg No, that's just the mirror you're looking in. "
1,@amandahesser thanks!  i couldn't have done it without you  
1,"wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter "
1,... 31 days until I leave for Ontario!! 
1,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
1,@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
1,@KaciMaureen holy laundry woman! 
1,"@iamdiddy I hate it too, but I just got back from the trainer. Go! "
1,@markhoppus lol youï¿½re so fucking funny 
1,"working on setting up my ipod touch, which as of today is officially mine!! "
1,@nikhilnarayanan saw the tvc yesterday.. worked for me 
1,Jon could totally say Mannies and Peddies and I would shut my fat face about it.  
1,"@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. "
1,A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. 
1,"@hopeinhell One usually follows the other, no? "
1,"@special72 Thanks, Special 72!  "
1,"Good luck for Lauren and the rest of the cast of TBS, can't wait for something to leak "
1,"Shoot For The Moon! Even if you miss, you'll land among the stars. "
1,"@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too "
1,@izzakizza nada just tryna holla holla.   hows the mixtape coming up?
1,@aussie_ali  yep it makes it so much easier to get points across in 140 
1,"@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not."
1,http://twitpic.com/2y2jf - my cupcakes 
1,"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) "
1,@mynameisgerard haha! i'm not saying u should try it.. but maybe u should 
1,"back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!"
1,@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits 
1,"@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night"
1,@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time 
1,"@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting."
1,@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  
1,amazing night with llama and malcolm and megan&lt;---fuck the theatre! 
1,@kayotae Just had a martini myself. 
1,city all day soo happy to be home. school in the morning 
1,My spring break= watching moviess all day everyday for a week 
1,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!
1,@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! 
1,"http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def."
1,shhhhhhhhhh....time to watch the Hills. 
1,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "
1,@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  
1,@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' 
1,Callin it a night! I always have the best sleep after a good workout!! 
1,@Infinitarchitek Feels pretty good doesn't it? 
1,@stee322 but you did go to hash bash anyway.. 
1,"@loltothepower correction, i GOT a badass fringe. "
1,"@procoder hmmm, sure sure  so what r u upto ? hows the day for u?"
1,@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV
1,My hair is blue. 
1,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
1,stressing over this math test...uhhh....2 days till spring break!!!! 
1,"@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH "
1,@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN 
1,@ijustine the gym is an awesome place! work it out 
1,@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then 
1,Just won 20$ on unc game 
1,Really tired. Going to prepare for bed. G'night! 
1,@keyannaaa the new story of your life will include magic fountain with me 
1,"Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol"
1,should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep 
1,@ijustine http://twitpic.com/1ff65 - I love ur top 
1,"still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... "
1,"@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. "
1,"@juneaurock Hellz yeah, definitely downloading. Thanks "
1,http://twitpic.com/2y2jz - we are so stinkin cute 
1,@Lyndeeezy hahah not yet! but soon. very soon 
1,"Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! "
1,@michaelgrainger we have much more than that in common my friend!! 
1,@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police
1,"@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? "
1,@Westneyrhindxx hello westney  what are you doing ?? x
1,@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight 
1,@jephjacques I love the way you draw giraffe eyelashes. 
1,@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too 
1,@holytshirt Glad to read it! 
1,spent the evening outside in the beautiful warm weather. finally feels like spring 
1,pullin an all nighter wit my bffl madison 
1,@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
1,"I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok"
1,@thenub you are too 
1,@jimmycarr that big oaf can play piano? 
1,Bryon is my tea bitch 
1,"@mattbraga Oh, they can stay. You on the other hand... "
1,I am gonna help my mom get a twitter 
1,@lavsmohan...... Yup!! saw the entire match....reached office late.. 
1,"going to bed. My bb isn't working &amp; I'm bored.  Night all. Love me harder tomorrow, than you did today. Peace, Prayers, &amp; Blessings."
1,@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon 
1,"India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too "
1,@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side 
1,@upstatement can I apply to be in your class too? 
1,is reading manga  http://plurk.com/p/mzp1e
1,@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.
1,@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. 
1,@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 
1,"@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though."
1,@LindzNicole so let's make it right! 
1,"@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday "
1,@rhonda_brown thanks for the tip on Sam's Club! 
1,@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
1,@pocketfulofme yay!!! hehe TWINS 
1,@jolilore Thank you 
1,"&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD"
1,"OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good "
1,@trugiaz You and i mate! 
1, just watched the movie Wanted... it was pretty darn good.
1,just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  
1,"@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun "
1,@donniewahlberg hell yeah! there's the effin man! 
1,@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people 
1,"@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai "
1,Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 
